"Location","Year","Trial","Experiment.Name","Design","Index","AIC","logLik","Moran I statistic","Expectation","Variance","p Value","CV"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","NDVI","169.515772204532","-35.7578861022659","-0.305531394963546","-0.00699300699300699","0.00377153940439017","0.999999416531714","7.64032397384754"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","NDRE2","168.46817213454","-35.23408606727","-0.305531394963546","-0.00699300699300699","0.00377153940439017","0.999999416531714","7.59831355988975"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","Control","193.614159617144","-48.807079808572","-0.0646652167593105","-0.00699300699300699","0.00381373204338178","0.824817339983011","10.4132141431594"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","Can_Cover","189.05423533854","-45.5271176692701","-0.0646652167593105","-0.00699300699300699","0.00381373204338178","0.824817339983011","9.94095531689251"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","NDVI","194.25544334296","-48.12772167148","-0.0646652167593105","-0.00699300699300699","0.00381373204338178","0.824817339983011","10.4681600412863"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","NDRE2","195.215012048577","-48.6075060242883","-0.0646652167593105","-0.00699300699300699","0.00381373204338178","0.824817339983011","10.6672978567766"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","Control","157.557104818317","-30.7785524091585","-0.167995759216749","-0.00699300699300699","0.00381659770609227","0.995421337394189","11.8702334687711"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","Can_Cover","158.503718133947","-30.2518590669736","-0.167995759216749","-0.00699300699300699","0.00381659770609227","0.995421337394189","13.2470560785517"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","NDVI","158.881911980007","-30.4409559900033","-0.167995759216749","-0.00699300699300699","0.00381659770609227","0.995421337394189","10.765728197533"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","NDRE2","159.601614528361","-30.8008072641804","-0.167995759216749","-0.00699300699300699","0.00381659770609227","0.995421337394189","11.7438199130869"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","Control","170.420458432807","-37.2102292164035","-0.248502605151796","-0.00699300699300699","0.00376677248962923","0.999958409440895","10.2241760019704"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","Can_Cover","126.605837155964","-14.3029185779821","-0.248502605151796","-0.00699300699300699","0.00376677248962923","0.999958409440895","6.35571446859377"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","NDVI","105.010496441851","-3.50524822092532","-0.248502605151796","-0.00699300699300699","0.00376677248962923","0.999958409440895","7.50043826774157"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","NDRE2","45.4382375608898","26.2808812195551","-0.248502605151796","-0.00699300699300699","0.00376677248962923","0.999958409440895","4.14597426772963"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","Control","172.068429129493","-14.0342145647466","-0.190177613156802","-0.00465116279069767","0.00248243566349418","0.99990181171317","4.21522702468546"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","Can_Cover","170.690141737082","-12.3450708685412","-0.190177613156802","-0.00465116279069767","0.00248243566349418","0.99990181171317","4.15406951599834"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","NDVI","156.520459812318","-5.26022990615897","-0.190177613156802","-0.00465116279069767","0.00248243566349418","0.99990181171317","3.9532740841108"
