"Location","Year","Trial","Experiment.Name","Design","Index","AIC","logLik","Moran.I.statistic","Expectation","Variance","p.Value","CV","Model"
"Pullman",2020,"AHR2","2020 AHR2 PUL","Alpha-Lattice","Control",88.6549016443745,-8.32745082218725,0.164059909820308,-0.00934579439252336,0.00508362785917639,0.00750635249490694,5.17053825273722,"Block-Effect"
"Pullman",2020,"AHR2","2020 AHR2 PUL","Alpha-Lattice","Can_Cover",89.6654134272707,-7.83270671363536,0.164059909820308,-0.00934579439252336,0.00508362785917639,0.00750635249490694,5.65729462501941,"Block-Effect"
"Pullman",2020,"AHR2","2020 AHR2 PUL","Alpha-Lattice","NDVI",90.6121985050299,-8.30609925251494,0.164059909820308,-0.00934579439252336,0.00508362785917639,0.00750635249490694,4.89010465839903,"Block-Effect"
"Pullman",2020,"AHR2","2020 AHR2 PUL","Alpha-Lattice","NDRE2",86.3182787596211,-6.15913937981057,0.164059909820308,-0.00934579439252336,0.00508362785917639,0.00750635249490694,4.68577376688705,"Block-Effect"
"Walla_Walla",2020,"AHR2","2020 AHR2 WAW","Alpha-Lattice","Control",100.454736282716,-14.2273681413581,-0.0198740062996856,-0.00934579439252336,0.00515366747038314,0.558297769978062,9.77160095033192,"Block-Effect"
"Walla_Walla",2020,"AHR2","2020 AHR2 WAW","Alpha-Lattice","Can_Cover",102.432726076535,-14.2163630382674,-0.0198740062996856,-0.00934579439252336,0.00515366747038314,0.558297769978062,9.80995791908382,"Block-Effect"
"Walla_Walla",2020,"AHR2","2020 AHR2 WAW","Alpha-Lattice","NDVI",97.285147308258,-11.642573654129,-0.0198740062996856,-0.00934579439252336,0.00515366747038314,0.558297769978062,10.5638198976956,"Block-Effect"
"Walla_Walla",2020,"AHR2","2020 AHR2 WAW","Alpha-Lattice","NDRE2",43.6024418985398,15.1987790507301,-0.0198740062996856,-0.00934579439252336,0.00515366747038314,0.558297769978062,5.36851089822855,"Block-Effect"
"Harrington",2020,"AWY1","2020 AWY1 HRN","Alpha-Lattice","Control",175.422388736845,-39.7111943684225,-0.202799539348,-0.00699300699300699,0.00378942593932044,0.999265731218111,16.4205241750586,"Block-Effect"
"Harrington",2020,"AWY1","2020 AWY1 HRN","Alpha-Lattice","Can_Cover",9.19899563626689,44.4005021818666,-0.202799539348,-0.00699300699300699,0.00378942593932044,0.999265731218111,6.7967902433494,"Block-Effect"
"Harrington",2020,"AWY1","2020 AWY1 HRN","Alpha-Lattice","NDVI",73.7156911974695,12.1421544012652,-0.202799539348,-0.00699300699300699,0.00378942593932044,0.999265731218111,9.30031913149251,"Block-Effect"
"Harrington",2020,"AWY1","2020 AWY1 HRN","Alpha-Lattice","NDRE2",63.8572489432827,17.0713755283586,-0.202799539348,-0.00699300699300699,0.00378942593932044,0.999265731218111,11.0881844272845,"Block-Effect"
"Lind",2020,"AWY1","2020 AWY1 LND","Alpha-Lattice","Control",142.356938883678,-23.1784694418389,-0.134150987961079,-0.00699300699300699,0.00379294325618348,0.980523963535233,12.7256261481502,"Block-Effect"
"Lind",2020,"AWY1","2020 AWY1 LND","Alpha-Lattice","Can_Cover",70.8759529621086,13.5620235189457,-0.134150987961079,-0.00699300699300699,0.00379294325618348,0.980523963535233,10.529665293608,"Block-Effect"
"Lind",2020,"AWY1","2020 AWY1 LND","Alpha-Lattice","NDVI",88.7416070513616,4.62919647431919,-0.134150987961079,-0.00699300699300699,0.00379294325618348,0.980523963535233,7.67283079695737,"Block-Effect"
"Lind",2020,"AWY1","2020 AWY1 LND","Alpha-Lattice","NDRE2",67.0281183353701,15.485940832315,-0.134150987961079,-0.00699300699300699,0.00379294325618348,0.980523963535233,7.23196958129398,"Block-Effect"
"Pullman",2020,"AWY1","2020 AWY1 PUL","Alpha-Lattice","Control",157.175695983204,-30.5878479916018,-0.192165783656193,-0.00699300699300699,0.00380596695977068,0.998656926411597,8.69262276500063,"Block-Effect"
"Pullman",2020,"AWY1","2020 AWY1 PUL","Alpha-Lattice","Can_Cover",148.382968422746,-25.1914842113732,-0.192165783656193,-0.00699300699300699,0.00380596695977068,0.998656926411597,7.55003810095698,"Block-Effect"
"Pullman",2020,"AWY1","2020 AWY1 PUL","Alpha-Lattice","NDVI",152.452997250456,-27.2264986252281,-0.192165783656193,-0.00699300699300699,0.00380596695977068,0.998656926411597,7.81301244281928,"Block-Effect"
"Pullman",2020,"AWY1","2020 AWY1 PUL","Alpha-Lattice","NDRE2",154.433347793681,-28.2166738968407,-0.192165783656193,-0.00699300699300699,0.00380596695977068,0.998656926411597,8.12412663415514,"Block-Effect"
"Ritzville",2020,"AWY1","2020 AWY1 RIT","Alpha-Lattice","Control",167.271704033385,-35.6358520166925,-0.305531394963546,-0.00699300699300699,0.00377153940439017,0.999999416531714,7.64065741019214,"Block-Effect"
"Ritzville",2020,"AWY1","2020 AWY1 RIT","Alpha-Lattice","Can_Cover",169.141847511883,-35.5709237559417,-0.305531394963546,-0.00699300699300699,0.00377153940439017,0.999999416531714,7.62530241381408,"Block-Effect"
"Ritzville",2020,"AWY1","2020 AWY1 RIT","Alpha-Lattice","NDVI",169.515772204532,-35.7578861022659,-0.305531394963546,-0.00699300699300699,0.00377153940439017,0.999999416531714,7.64032397384754,"Block-Effect"
"Ritzville",2020,"AWY1","2020 AWY1 RIT","Alpha-Lattice","NDRE2",168.46817213454,-35.23408606727,-0.305531394963546,-0.00699300699300699,0.00377153940439017,0.999999416531714,7.59831355988975,"Block-Effect"
"Farmington",2020,"AWY2","2020 AWY2 FMN","Alpha-Lattice","Control",193.614159617144,-48.807079808572,-0.0646652167593105,-0.00699300699300699,0.00381373204338178,0.824817339983011,10.4132141431594,"Block-Effect"
"Farmington",2020,"AWY2","2020 AWY2 FMN","Alpha-Lattice","Can_Cover",189.05423533854,-45.5271176692701,-0.0646652167593105,-0.00699300699300699,0.00381373204338178,0.824817339983011,9.94095531689251,"Block-Effect"
"Farmington",2020,"AWY2","2020 AWY2 FMN","Alpha-Lattice","NDVI",194.25544334296,-48.12772167148,-0.0646652167593105,-0.00699300699300699,0.00381373204338178,0.824817339983011,10.4681600412863,"Block-Effect"
"Farmington",2020,"AWY2","2020 AWY2 FMN","Alpha-Lattice","NDRE2",195.215012048577,-48.6075060242883,-0.0646652167593105,-0.00699300699300699,0.00381373204338178,0.824817339983011,10.6672978567766,"Block-Effect"
"Pullman",2020,"AWY2","2020 AWY2 PUL","Alpha-Lattice","Control",157.557104818317,-30.7785524091585,-0.167995759216749,-0.00699300699300699,0.00381659770609227,0.995421337394189,11.8702334687711,"Block-Effect"
"Pullman",2020,"AWY2","2020 AWY2 PUL","Alpha-Lattice","Can_Cover",158.503718133947,-30.2518590669736,-0.167995759216749,-0.00699300699300699,0.00381659770609227,0.995421337394189,13.2470560785517,"Block-Effect"
"Pullman",2020,"AWY2","2020 AWY2 PUL","Alpha-Lattice","NDVI",158.881911980007,-30.4409559900033,-0.167995759216749,-0.00699300699300699,0.00381659770609227,0.995421337394189,10.765728197533,"Block-Effect"
"Pullman",2020,"AWY2","2020 AWY2 PUL","Alpha-Lattice","NDRE2",159.601614528361,-30.8008072641804,-0.167995759216749,-0.00699300699300699,0.00381659770609227,0.995421337394189,11.7438199130869,"Block-Effect"
"Walla_Walla",2020,"AWY2","2020 AWY2 WAW","Alpha-Lattice","Control",170.420458432807,-37.2102292164035,-0.248502605151796,-0.00699300699300699,0.00376677248962923,0.999958409440895,10.2241760019704,"Block-Effect"
"Walla_Walla",2020,"AWY2","2020 AWY2 WAW","Alpha-Lattice","Can_Cover",126.605837155964,-14.3029185779821,-0.248502605151796,-0.00699300699300699,0.00376677248962923,0.999958409440895,6.35571446859377,"Block-Effect"
"Walla_Walla",2020,"AWY2","2020 AWY2 WAW","Alpha-Lattice","NDVI",105.010496441851,-3.50524822092532,-0.248502605151796,-0.00699300699300699,0.00376677248962923,0.999958409440895,7.50043826774157,"Block-Effect"
"Walla_Walla",2020,"AWY2","2020 AWY2 WAW","Alpha-Lattice","NDRE2",45.4382375608898,26.2808812195551,-0.248502605151796,-0.00699300699300699,0.00376677248962923,0.999958409440895,4.14597426772963,"Block-Effect"
